lat,lon,growth_rate
-88.5,-19.5,2.084499341837841
-88.5,-18.5,2.09244746329955
-88.5,-17.5,2.0844897705475773
-88.5,-16.5,2.092431740491918
-88.5,-15.5,2.0844720704901647
-88.5,-14.5,2.0844602279578908
-88.5,-13.5,2.084450320524809
-88.5,-12.5,2.08443565656944
-88.5,-11.5,2.092534284396549
-88.5,-10.5,2.092531176458806
-88.5,-9.5,2.091639552364029
-88.5,-8.5,2.091634793519688
-88.5,-7.5,2.091639979926299
-88.5,-6.5,2.091646135946462
-88.5,-5.5,2.0916409771207327
-88.5,-4.5,2.083109287297248
-88.5,-3.5,2.083085344734968
-88.5,-2.5,2.083066014265228
-88.5,-1.5,2.0916253489802443
-88.5,-0.5,2.083011170626037
-88.5,0.5,2.0829812342342398
-88.5,1.5,2.0916235840404624
-88.5,2.5,2.0829221079948184
-88.5,3.5,2.091596560781568
-88.5,4.5,2.082858627300766
-88.5,5.5,2.08282766658715
-88.5,6.5,2.0827946733901967
-88.5,7.5,2.0915871039428
-88.5,8.5,2.09157385225609
-88.5,9.5,2.0915238422753646
-88.5,10.5,2.091498772932028
-88.5,11.5,2.091420196032402
-88.5,12.5,2.082438229954903
-88.5,13.5,2.091418342836505
-88.5,14.5,2.0913345198889037
-88.5,15.5,2.0912958586474133
-88.5,16.5,2.0912675972533066
-88.5,17.5,2.091228596843848
-88.5,18.5,2.0912067558467697
-88.5,19.5,2.091200789110076
-88.5,20.5,2.089950641552605
-88.5,21.5,2.089952157506275
-88.5,22.5,2.0804582102276186
-88.5,23.5,2.0804269834147817
-88.5,24.5,2.0898221250234883
-88.5,25.5,2.0898292169873685
-88.5,26.5,2.0898254095627067
-88.5,27.5,2.0897864195814577
-88.5,28.5,2.0802666010304733
-88.5,29.5,2.0897894204137515
-88.5,30.5,2.080201462596392
-88.5,31.5,2.089665182935903
-88.5,32.5,2.0801288315797706
-88.5,33.5,2.0896426788930853
-88.5,34.5,2.080060830774414
-88.5,35.5,2.089573747363602
-88.5,36.5,2.0895980149190905
-88.5,37.5,2.079946410279092
-88.5,38.5,2.089467083414604
-88.5,39.5,2.0894923832904624
-88.5,40.5,2.089465512506933
-88.5,41.5,2.089356234177614
-88.5,42.5,2.089336269678199
-88.5,43.5,2.079717410239766
-88.5,44.5,2.089273512701311
-88.5,45.5,2.0796335353831523
