lat,lon,growth_err
-87.5,-159.5,0.0640110181551463
-87.5,-158.5,0.049765634070532
-87.5,-157.5,0.0497539185860379
-87.5,-156.5,0.0639259413269961
-87.5,-155.5,0.0638760701319351
-87.5,-154.5,0.0497573831180362
-87.5,-153.5,0.0636975593000158
-87.5,-152.5,0.0499095484580062
-87.5,-151.5,0.0497977033593152
-87.5,-150.5,0.049804133749631
-87.5,-149.5,0.0634506101436741
-87.5,-148.5,0.0634628247803501
-87.5,-147.5,0.063414139997639
-87.5,-146.5,0.0497966771722344
-87.5,-145.5,0.0498673963424521
-87.5,-144.5,0.0632738972634854
